Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,41.0,Wells Fargo,Banking,United States,53590.0,8060,575440.0,96370.0,
2009,51.0,Wells Fargo,Banking,United States,51650.0,2660,1309640.0,51280.0,
2010,7.0,Wells Fargo,Banking,United States,98640.0,12280,1243650.0,141690.0,
2011,11.0,Wells Fargo,Banking,United States,93249.0,12362.0,1258130.0,170580.0,
2012,,Wells Fargo,Banking,United States,87597.0,15869.0,1313867.0,178710.0,9.0
2013,,Wells Fargo,Banking,United States,91247.0,18897.0,1422968.0,201348.0,12.0
2014,,Wells Fargo,Banking,United States,88662.0,21878.0,1543042.0,261375.0,8.0
2015,,Wells Fargo,Banking,United States,90403.0,23057.0,1701408.0,278273.0,10.0
2016,,Wells Fargo,Banking,United States,91431.0,22686.0,1849182.0,255998.0,7.0
2017,,Wells Fargo,Banking,United States,97573.0,21938.0,1943443.0,274385.0,5.0
2018,,Wells Fargo,Banking,United States,102063.0,21693.0,1915388.0,265328.0,7.0
2019,,Wells Fargo,Banking,United States,101456.0,23117.0,1887792.0,214676.0,10.0
2020,,Wells Fargo,Banking,United States,98866.0,14342.0,1981349.0,118797.0,17.0
2021,,Wells Fargo,Banking,United States,85902.0,7390.0,1959543.0,181546.0,19
2022,18,Wells Fargo,Banking,United States,84123.0,20583.0,1939709.0,176767.0,
