Year,Rank_nr,Company,Industry,Country,Sales,Profits,Assets,Market_Value,ï»¿Rank_nr
2008,792.0,Hanwha,Trading Companies,South Korea,19680.0,300,59470.0,4650.0,
2009,861.0,Hanwha,Trading Companies,South Korea,24010.0,240,66790.0,1180.0,
2010,781.0,Hanwha,Trading Companies,South Korea,21850.0,240,55260.0,2770.0,
2011,708.0,Hanwha,Trading Companies,South Korea,25752.0,480.3,66433.0,2802.0,
2017,,Hanwha,Trading Companies,South Korea,40614.0,423.8,128226.0,2195.0,743.0
2018,,Hanwha,Trading Companies,South Korea,44586.0,359.0,149638.0,2882.0,851.0
2019,,Hanwha,Trading Companies,South Korea,44288.0,426.0,151952.0,1890.0,792.0
2020,,Hanwha,Trading Companies,South Korea,43228.0,77.1,157626.0,1182.0,851.0
2021,,Hanwha,Trading Companies,South Korea,43162.0,181.2,175990.0,1961.0,832
2022,708,Hanwha,Trading Companies,South Korea,46139.0,786.8,170235.0,1700.0,
